Sr No	Token	Original Token	UPOS	EngPOS	SPOS	case	Gender	Number	Person	Morphology Form	Lema	pronunciation
5	.	.	PERIOD		پورو دم							Dot
6	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
7	کانسواءِ	کان	ADP	IN 	حرفِ جر					Morphology Form = Bound	کانسواءِ	khaansiwaae
8	اسان	آءُ	PRON	PRP 	ضمير					Morphology Form = Bound	اسان	Asaan
9	ڪجھ	ڪجھ	ADV	RB 	ظرف					Morphology Form = Simple	ڪجھ	kujh
10	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
11	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
12	آهيون	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahyoon
13	.	.	PERIOD		پورو دم							Dot
1	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
2	دنيا	دنيا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دنيا	Duniyaa
3	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
4	ڪيترين	ڪيترو	ADJ	JJ 	صفت					Morphology Form = Bound	ڪيترو	ketarian
5	ئي	ئي	ADV	RB 	ظرف					Morphology Form = Simple	ئي	Ee
6	تهذيبن	تهذيب	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	تهذيب	Tahzeebun
7	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
8	ماءُ	ماءُ	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ماءُ	Maau
9	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
10	.	.	PERIOD		پورو دم							Dot
1	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
2	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
3	انب	انب	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	انب	Amb
4	تمام	تمام	ADV	RB 	ظرف					Morphology Form = Simple	تمام	Tamam
5	گھڻو	گھڻو	ADJ	JJ 	صفت					Morphology Form = Simple	گھڻو	Ghanno
6	مشهور	مشهور	ADJ	JJ 	صفت					Morphology Form = Bound	مشهور	Mash'hoor
7	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
8	.	.	PERIOD		پورو دم							Dot
1	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
2	تي	تي	ADP	PRP 	حرفِ جر					Morphology Form = Simple	تي	Te
3	هميشه	هميشه	ADV	RB 	ظرف					Morphology Form = Simple	هميشه	Hamesha
4	ڌارين	ڌار	NOUN	NNS	اسم	Case = ACC		Number = Plur		Morphology Form = Bound	ڌار	dharyan
5	حملا	حملو	NOUN	NNS	اسم	Case = ACC		Number = Plur		Morphology Form = Bound	حملو	Hamlo
6	ڪيا	ڪيو	VERB	VB 	فعل					Morphology Form = Simple	ڪيو	kaya
7	آهن	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahin
8	.	.	PERIOD		پورو دم							Dot
1	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
2	پاڪستان	پاڪستان	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	پاڪستان	Pakistan
3	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
4	صوبو	صوبو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	صوبو	Sobo
5	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
6	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
7	هتان	هتان	PRON	PRP 	ضمير					Morphology Form = Simple	هتان	Hitaan
8	جا	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Ja
9	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
10	سادا	سادو	ADJ	JJ 	صفت					Morphology Form = Bound	سادو	Saada
11	آهن	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahin
12	.	.	PERIOD		پورو دم							Dot
1	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
2	پاڪستان	پاڪستان	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	پاڪستان	Pakistan
3	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
4	تمام	تمام	ADV	RB 	ظرف					Morphology Form = Simple	تمام	Tamam
5	سٺو	سٺو	ADJ	JJ 	صفت					Morphology Form = Bound	سٺو	Sutho
6	صوبو	صوبو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	صوبو	Sobo
7	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
8	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
9	سنڌي	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	سنڌي	Sindhi
10	دنيا	دنيا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دنيا	Duniyaa
11	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
12	پراڻي	پراڻ	ADJ	JJ 	صفت					Morphology Form = Bound	پراڻي	Puraani
13	ٻولي	ٻول	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ٻولي	boli
14	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
15	جيڪا	جيڪو	DET	DT 	ضمير اشارو					Morphology Form = Simple	جيڪو	Jekaa
16	ڪيترن	ڪيترو	ADJ	JJ 	صفت					Morphology Form = Bound	ڪيترو	ketaran
17	ئي	ئي	ADV	RB 	ظرف					Morphology Form = Simple	ئي	Ee
18	ملڪن	ملڪ	NOUN	NN 	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	ملڪ	Mullkan
19	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
20	ڳالهائجي	ڳاله	ADJ	JJ 	صفت					Morphology Form = Bound	ڳاله	Ghaalhaaejay
21	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
22	.	.	PERIOD		پورو دم							Dot
1	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
2	اسان	آءُ	PRON	PRP 	ضمير					Morphology Form = Bound	اسان	Asaan
3	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
4	سڃاڻپ	سڃاڻپ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	سڃاڻپ	Sughaanap
5	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
6	اسان	آءُ	PRON	PRP 	ضمير					Morphology Form = Bound	اسان	Asaan
7	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
8	ماءُ	ماءُ	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ماءُ	Maau
9	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
10	.	.	PERIOD		پورو دم							Dot
1	سلڇڻي	سلڇڻو	ADJ	JJ 	صفت					Morphology Form = Bound	سلڇڻو	Sulchhini
2	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
3	سٻاجھي	سٻاجھ	ADJ	JJ 	صفت					Morphology Form = Bound	سٻاجھي	Sabaajho
4	انسان	انسان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	انسان	Insaan
5	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
6	هرڪوئي	هر	DET	DT 	ضمير اشارو					Morphology Form = Bound	هرڪوئي	Harkoee
7	عزت	عزت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	عزت	izat
8	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
9	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
10	.	.	PERIOD		پورو دم							Dot
1	سچ	سچ	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سچ	sach
2	هميشه	هميشه	ADV	RB 	ظرف					Morphology Form = Simple	هميشه	Hamesha
3	ڪڙو	ڪڙو	ADJ	JJ 	صفت		Gender = Masc	Number = Sing		Morphology Form = Simple	ڪڙو	karro
4	لڳندو	لڳ	VERB	VBG 	فعل			Number = Sing	Person = 3	Morphology Form = Bound	لڳ	Laghando
5	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
6	.	.	PERIOD		پورو دم							Dot
1	سڄڻ	سڄ	NOUN	NN 	اسم		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سڄڻ	Sajjan
2	سائين	سائين	ADJ	JJ 	صفت					Morphology Form = Bound	سائين	Saeen
3	مٺا	مٺو	ADJ	JJ 	صفت					Morphology Form = Simple	مٺو	Mithaa
4	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
5	غريبن	غريب	ADJ	JJ 	صفت			Number = Plur		Morphology Form = Bound	غريب	Ghareeban
6	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
7	توکي	تو	PRON	PRP 	ضمير					Morphology Form = Bound	توکي	Tokhay
8	پارت	پارت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	پارت	paarat
9	آ	آ	VERB		فعل			Number = Sing		Morphology Form = Simple		Aa
10	.	.	PERIOD		پورو دم							Dot
1	سج	سج	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سج	Sij
2	اڀري	اڀري	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Bound	اڀري	ery
3	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
4	.	.	PERIOD		پورو دم							Dot
5	سٺا	سٺو	ADJ	JJ 	صفت					Morphology Form = Bound	سٺو	Suthaa
6	دوست	دوست	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	دوست	Doast
7	مشڪل	مشڪل	ADJ	JJ 	صفت					Morphology Form = Bound	مشڪل	Mushkil
8	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
9	ملندا	مل	VERB	VBG 	فعل					Morphology Form = Bound	مل	Milanda
10	آهن	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahin
11	.	.	PERIOD		پورو دم							Dot
1	ستا	ستو	PRON	PRP 	ضمير	Case = ACC				Morphology Form = Simple	ستو	Sutaa
2	اٿي	اٿي	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Simple	اٿ	Uthy
3	جاڳ	جاڳ	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	جاڳ	Jaag
4	ننڊ	ننڊ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ننڊ	Nind
5	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
6	ڪجي	ڪج	VERB	VB 	فعل					Morphology Form = Bound	ڪجي	kajay
7	ايتري	ايتري	ADV	RB 	ظرف			Number = Sing		Morphology Form = Bound	ايتري	Aitery
8	،	،	PUNC		بيهڪ جي نشاني							
9	سلطاني	سلطان	ADJ	JJ 	صفت					Morphology Form = Bound	سلطان	Sultaani
10	سهاڳ	سهاڳ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سهاڳ	Suhaag
11	ننڊون	ننڊ	NOUN	NNS	اسم	Case = ACC		Number = Plur		Morphology Form = Bound	ننڊ	Nindroon
12	ڪندي	ڪن	VERB	VBG 	فعل					Morphology Form = Bound	ڪندي	kandi
13	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
14	ملي	مل	VERB	VB 	فعل					Morphology Form = Bound	مل	Milay
15	.	.	PERIOD		پورو دم							Dot
1	سبزي	سبز	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	سبزي	Sabzi
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	مند	مند	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	مند	Mund
4	ختم	ختم	ADJ	JJ 	صفت					Morphology Form = Simple	ختم	Khatam
5	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
6	وئي	وئي	VERB	VBD 	فعل					Morphology Form = Bound	وئي	Waee
7	.	.	PERIOD		پورو دم							Dot
8	ساوڪ	ساوڪ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ساوڪ	Sawak
9	اکين	اک	NOUN	NNS	اسم			Number = Plur		Morphology Form = Bound	اک	Akhayan
10	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
11	تازگي	تازگي	NOUN	NN 	اسم		Gender = Fem	Number = Sing		Morphology Form = Simple	تازگي	Taazigi
12	پيدا	پيدا	ADJ	JJ 	صفت					Morphology Form = Simple	پيدا	peda
13	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
14	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
15	.	.	PERIOD		پورو دم							Dot
1	سانئيم	سانئين	PRON	PRP 	ضمير	Case = Nom				Morphology Form = Bound	سانئين	Saeenm
2	سدائين	سدا	ADV	RB 	ظرف					Morphology Form = Bound	سدائين	Sadaeen
3	ڪرين	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	kareen
4	مٿي	مٿ	ADJ	JJ 	صفت					Morphology Form = Simple	مٿي	Mathay
5	سنڌ	سنڌ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سنڌ	Sindh
6	سڪار	سڪار	ADJ	JJ 	صفت					Morphology Form = Simple	سڪار	Sukaar
7	دوست	دوست	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	دوست	Doast
8	مٺا	مٺو	ADJ	JJ 	صفت					Morphology Form = Simple	مٺو	Mithaa
9	دلدار	دل	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	دلدار	Dildaar
10	عالم	عالم	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	عالم	Aalam
11	سڀ	سڀ	ADJ	JJ 	صفت					Morphology Form = Simple	سڀ	Sabh
12	آباد	آباد	NOUN	NN 	اسم	Case = ACC				Morphology Form = Simple	آباد	Aabad
13	ڪرين	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	kareen
14	.	.	PERIOD		پورو دم							Dot
1	سائين	سائين	ADJ	JJ 	صفت					Morphology Form = Bound	سائين	Saeen
2	خاموش	خاموش	ADJ	JJ 	صفت					Morphology Form = Simple	خاموش	Khamosh
3	ٿيو	ٿي	VERB	VBD 	فعل					Morphology Form = Simple	ٿيو	theo
4	مونکي	مون	PRON	PRP 	ضمير					Morphology Form = Bound	مون	Moonkhay
5	ڪهاڻي	ڪهاڻي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ڪهاڻي	Kahani
6	لکڻي	لک	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	لکڻي	Likhani
7	آ	آ	VERB		فعل			Number = Sing		Morphology Form = Simple		Aa
8	.	.	PERIOD		پورو دم							Dot
1	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
2	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
3	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
4	سيج	سيج	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سيج	Sej
5	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
6	.	.	PERIOD		پورو دم							Dot
7	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
8	ڪنڊن	ڪنڊو	NOUN	NNS	اسم			Number = Plur		Morphology Form = Bound	ڪنڊو	kando
9	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
10	سيج	سيج	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	سيج	Sej
11	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
12	.	.	PERIOD		پورو دم							Dot
1	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	جيئڻ	جيءُ	VERB	VB 	فعل					Morphology Form = Bound	جيءُ	Jeean
4	سکو	سک	VERB	VB 	فعل					Morphology Form = Bound	سک	Sikho
5	.	.	PERIOD		پورو دم							Dot
1	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
2	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
3	وهنوار	وهنوار	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	وهنوار	Wahnwaar
4	سادگي	سادگي	ADJ	JJ 	صفت					Morphology Form = Simple	سادگي	Saadgi
5	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
6	هلائجي	هلاءِ	VERB	VB 	فعل					Morphology Form = Bound	هلاءِ	Halaejay
7	.	.	PERIOD		پورو دم							Dot
8	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
9	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
10	ڪو	ڪو	DET	DT 	ضمير اشارو					Morphology Form = Simple	ڪو	ko
11	ڀروسو	ڀروسو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	ڀروسو	bharwaso
12	ئي	ئي	ADV	RB 	ظرف					Morphology Form = Simple	ئي	Ee
13	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
14	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
15	.	.	PERIOD		پورو دم							Dot
1	زرداري	زرداري	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	زرداري	Zardari
2	نوازشريف	نوازشريف	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	نوازشريف	Nawaz shareef
3	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
4	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
5	مليو	مل	VERB	VBD 	فعل					Morphology Form = Bound	مل	Milyo
6	.	.	PERIOD		پورو دم							Dot
7	زال	زال	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زال	Zaal
8	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
9	مڙس	مڙس	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	مڙس	Murrs
10	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
11	خوش	خوش	ADJ	JJ 	صفت	Case = ACC				Morphology Form = Simple	خوش	Khush
12	رهڻ	ره	VERB	VB 	فعل					Morphology Form = Bound	رهڻ	Rahan
13	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
14	عبادت	عبادت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	عبادت	Ibaadat
15	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
16	.	.	PERIOD		پورو دم							Dot
1	روشني	روشن	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	روشني	
2	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
3	پاڻي	پاڻي	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	پاڻي	paani
4	کانسواءِ	کان	ADP	IN 	حرفِ جر					Morphology Form = Bound	کانسواءِ	khaansiwaae
5	زمين	زمين	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زمين	Zameen
6	تي	تي	ADP	PRP 	حرفِ جر					Morphology Form = Simple	تي	Te
7	انسان	انسان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	انسان	Insaan
8	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
9	وجود	وجود	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	وجود	Wujood
10	ناممڪن	ناممڪن	ADJ	JJ 	صفت		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	ناممڪن	Naamumkin
11	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
12	.	.	PERIOD		پورو دم							Dot
1	روزانو	روز	ADV	RB 	ظرف					Morphology Form = Bound	روز	Rozano
2	سير	سير	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سير	Ser
3	ڪرڻ	ڪر	VERB	VB 	فعل			Number = Sing		Morphology Form = Simple	ڪر	karan
4	گھرجي	گھرج	AUX	VB 	فعل معاون					Morphology Form = Bound	گھرجي	ghurjay
5	.	.	PERIOD		پورو دم							Dot
1	روزانو	روز	ADV	RB 	ظرف					Morphology Form = Bound	روز	Rozano
2	پنڌ	پنڌ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	پنڌ	pandh
3	ڪرڻ	ڪر	VERB	VB 	فعل			Number = Sing		Morphology Form = Simple	ڪر	karan
4	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
